dosage_form	route	trade_name	approval_date	ad_type	oral	topical	parenteral	black_box_warning	applicant_full_name	innovator_company	product_id	nda_type
TABLET	ORAL	HYDROMORPHONE HYDROCHLORIDE	12/9/09	RX	1	0	0	0	LANNETT HOLDINGS INC	\N	PRODUCT_077471_001	A
TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	5/24/10	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077478_001	A
TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	5/24/10	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077478_002	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_001	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_002	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_003	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_004	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_005	A
TABLET	ORAL	RISPERIDONE	11/29/11	RX	1	0	0	\N	PRINSTON PHARMACEUTICAL INC	\N	PRODUCT_077493_006	A
TABLET	ORAL-28	MYZILRA	11/23/11	RX	1	0	0	1	VINTAGE PHARMACEUTICALS LLC	\N	PRODUCT_077502_001	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/12/12	RX	1	0	0	\N	STI PHARMA LLC	\N	PRODUCT_077512_001	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/12/12	RX	1	0	0	\N	STI PHARMA LLC	\N	PRODUCT_077512_002	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/12/12	RX	1	0	0	\N	STI PHARMA LLC	\N	PRODUCT_077512_003	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	DISCN	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077515_001	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	DISCN	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077515_002	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	DISCN	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077515_003	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	DISCN	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077515_004	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	DISCN	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077515_005	A
TABLET	ORAL	DONEPEZIL HYDROCHLORIDE	5/31/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077518_001	A
TABLET	ORAL	DONEPEZIL HYDROCHLORIDE	5/31/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077518_002	A
TABLET	ORAL	NEVIRAPINE	5/22/12	RX	1	0	0	1	AUROBINDO PHARMA LTD	\N	PRODUCT_077521_001	A
TABLET	ORAL	RIZATRIPTAN BENZOATE	3/26/13	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077526_001	A
TABLET	ORAL	RIZATRIPTAN BENZOATE	3/26/13	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077526_002	A
TABLET	ORAL-28	DROSPIRENONE AND ETHINYL ESTRADIOL	5/9/08	RX	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_077527_001	A
TABLET	ORAL	ACARBOSE	5/7/08	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_077532_001	A
TABLET	ORAL	ACARBOSE	5/7/08	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_077532_002	A
TABLET	ORAL	ACARBOSE	5/7/08	RX	1	0	0	0	WATSON LABORATORIES INC	\N	PRODUCT_077532_003	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_001	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_002	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_003	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_004	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_005	A
TABLET	ORAL	RISPERIDONE	5/18/11	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077543_006	A
TABLET	ORAL	TIAGABINE HYDROCHLORIDE	11/4/11	RX	1	0	0	0	SUN PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077555_001	A
TABLET	ORAL	TIAGABINE HYDROCHLORIDE	11/4/11	RX	1	0	0	0	SUN PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077555_002	A
TABLET	ORAL	REPAGLINIDE	7/11/13	RX	1	0	0	\N	CARACO PHARMACEUTICAL LABORATORIES LTD	\N	PRODUCT_077571_002	A
TABLET	ORAL	REPAGLINIDE	7/11/13	RX	1	0	0	\N	CARACO PHARMACEUTICAL LABORATORIES LTD	\N	PRODUCT_077571_003	A
TABLET	ORAL	ATORVASTATIN CALCIUM	5/29/12	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077575_001	A
TABLET	ORAL	ATORVASTATIN CALCIUM	5/29/12	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077575_002	A
TABLET	ORAL	ATORVASTATIN CALCIUM	5/29/12	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077575_003	A
TABLET	ORAL	ATORVASTATIN CALCIUM	5/29/12	RX	1	0	0	0	SANDOZ INC	\N	PRODUCT_077575_004	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/15/09	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077585_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/15/09	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077585_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/15/09	DISCN	1	0	0	\N	ACTAVIS ELIZABETH LLC	\N	PRODUCT_077585_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	7/9/09	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077587_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	7/9/09	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077587_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	7/9/09	RX	1	0	0	\N	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077587_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	6/22/09	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077589_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	6/22/09	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077589_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	6/22/09	RX	1	0	0	\N	SANDOZ INC	\N	PRODUCT_077589_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	5/29/09	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077590_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	5/29/09	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077590_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	5/29/09	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077590_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/11/08	RX	1	0	0	\N	DR REDDYS LABORATORIES LTD	\N	PRODUCT_077593_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/11/08	RX	1	0	0	\N	DR REDDYS LABORATORIES LTD	\N	PRODUCT_077593_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/11/08	RX	1	0	0	\N	DR REDDYS LABORATORIES LTD	\N	PRODUCT_077593_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077603_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077603_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077603_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/6/09	DISCN	1	0	0	\N	YABAO BIOPHARMACEUTICALS INC	\N	PRODUCT_077604_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/6/09	DISCN	1	0	0	\N	YABAO BIOPHARMACEUTICALS INC	\N	PRODUCT_077604_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/6/09	DISCN	1	0	0	\N	YABAO BIOPHARMACEUTICALS INC	\N	PRODUCT_077604_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_077605_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_077605_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	8/28/08	RX	1	0	0	\N	BARR LABORATORIES INC	\N	PRODUCT_077605_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/11/09	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077608_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/11/09	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077608_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	2/11/09	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077608_003	A
TABLET	ORAL	AZATHIOPRINE	9/5/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077621_002	A
TABLET	ORAL	AZATHIOPRINE	9/5/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077621_003	A
TABLET	ORAL	AZATHIOPRINE	9/5/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077621_004	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	GLENMARK GENERICS LTD	\N	PRODUCT_077627_001	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	GLENMARK GENERICS LTD	\N	PRODUCT_077627_002	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	GLENMARK GENERICS LTD	\N	PRODUCT_077627_003	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	GLENMARK GENERICS LTD	\N	PRODUCT_077627_004	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_001	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_002	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_003	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_004	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_005	A
TABLET	ORAL	LAMOTRIGINE	1/27/09	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077633_006	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_077643_001	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_077643_002	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_077643_003	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	\N	WATSON LABORATORIES INC	\N	PRODUCT_077643_004	A
TABLET	ORAL	BROMOCRIPTINE MESYLATE	10/1/08	RX	1	0	0	0	PADDOCK LABORATORIES LLC	\N	PRODUCT_077646_001	A
TABLET	ORAL	LEVOFLOXACIN	9/7/12	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077652_001	A
TABLET	ORAL	LEVOFLOXACIN	9/7/12	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077652_002	A
TABLET	ORAL	LEVOFLOXACIN	9/7/12	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077652_003	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077653_001	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077653_002	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077653_003	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077653_004	A
TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	6/13/08	RX	1	0	0	1	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077653_005	A
TABLET	ORAL	CITALOPRAM HYDROBROMIDE	2/27/09	RX	1	0	0	1	GLENMARK GENERICS LTD	\N	PRODUCT_077654_001	A
TABLET	ORAL	CITALOPRAM HYDROBROMIDE	2/27/09	RX	1	0	0	1	GLENMARK GENERICS LTD	\N	PRODUCT_077654_002	A
TABLET	ORAL	CITALOPRAM HYDROBROMIDE	2/27/09	RX	1	0	0	1	GLENMARK GENERICS LTD	\N	PRODUCT_077654_003	A
TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	5/24/10	RX	1	0	0	0	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077655_001	A
TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	5/24/10	RX	1	0	0	0	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077655_002	A
TABLET	ORAL	CLOPIDOGREL BISULFATE	5/17/12	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077665_001	A
TABLET	ORAL	CLOPIDOGREL BISULFATE	5/17/12	RX	1	0	0	1	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077665_002	A
TABLET	ORAL	MODAFINIL	2/3/14	RX	1	0	0	\N	APOTEX INC	\N	PRODUCT_077667_001	A
TABLET	ORAL	MODAFINIL	2/3/14	RX	1	0	0	\N	APOTEX INC	\N	PRODUCT_077667_002	A
TABLET	ORAL	MEFLOQUINE HYDROCHLORIDE	4/21/10	DISCN	1	0	0	0	HIKMA PHARMACEUTICALS LLC	\N	PRODUCT_077699_001	A
TABLET	ORAL	CILOSTAZOL	9/28/09	RX	1	0	0	1	BRECKENRIDGE PHARMACEUTICAL INC	\N	PRODUCT_077708_001	A
TABLET	ORAL	CILOSTAZOL	9/28/09	RX	1	0	0	1	BRECKENRIDGE PHARMACEUTICAL INC	\N	PRODUCT_077708_002	A
TABLET	ORAL	OXYCODONE HYDROCHLORIDE	3/2/09	RX	1	0	0	0	VINTAGE PHARMACEUTICALS INC	\N	PRODUCT_077712_003	A
TABLET	ORAL	TERBINAFINE HYDROCHLORIDE	6/4/10	RX	1	0	0	0	BRECKENRIDGE PHARMACEUTICAL INC	\N	PRODUCT_077714_001	A
TABLET	ORAL	CILOSTAZOL	9/24/12	RX	1	0	0	\N	BIOKEY INC	\N	PRODUCT_077722_001	A
TABLET	ORAL	ONDANSETRON HYDROCHLORIDE	3/28/11	DISCN	1	0	0	0	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077729_001	A
TABLET	ORAL	ONDANSETRON HYDROCHLORIDE	3/28/11	DISCN	1	0	0	0	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077729_002	A
TABLET	ORAL	ONDANSETRON HYDROCHLORIDE	3/28/11	DISCN	1	0	0	0	TARO PHARMACEUTICAL INDUSTRIES LTD	\N	PRODUCT_077729_003	A
TABLET	ORAL	FLUCONAZOLE	10/7/08	RX	1	0	0	0	AUROBINDO PHARMA LTD	\N	PRODUCT_077731_001	A
TABLET	ORAL	FLUCONAZOLE	10/7/08	RX	1	0	0	0	AUROBINDO PHARMA LTD	\N	PRODUCT_077731_002	A
TABLET	ORAL	FLUCONAZOLE	10/7/08	RX	1	0	0	0	AUROBINDO PHARMA LTD	\N	PRODUCT_077731_003	A
TABLET	ORAL	FLUCONAZOLE	10/7/08	RX	1	0	0	0	AUROBINDO PHARMA LTD	\N	PRODUCT_077731_004	A
TABLET	ORAL	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	4/6/10	RX	1	0	0	1	ROXANE LABORATORIES INC	\N	PRODUCT_077732_001	A
TABLET	ORAL	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	10/6/10	RX	1	0	0	1	ROXANE LABORATORIES INC	\N	PRODUCT_077732_002	A
TABLET	ORAL	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	10/6/10	RX	1	0	0	1	ROXANE LABORATORIES INC	\N	PRODUCT_077732_003	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	APOTEX INC ETOBICOKE SITE	\N	PRODUCT_077733_001	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	APOTEX INC ETOBICOKE SITE	\N	PRODUCT_077733_002	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	APOTEX INC ETOBICOKE SITE	\N	PRODUCT_077733_003	A
TABLET	ORAL	TOPIRAMATE	3/27/09	RX	1	0	0	0	APOTEX INC ETOBICOKE SITE	\N	PRODUCT_077733_004	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/11/12	RX	1	0	0	\N	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077734_001	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/11/12	RX	1	0	0	\N	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077734_002	A
TABLET	ORAL	ESCITALOPRAM OXALATE	9/11/12	RX	1	0	0	\N	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077734_003	A
TABLET	ORAL	SUMATRIPTAN SUCCINATE	8/10/09	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077744_001	A
TABLET	ORAL	SUMATRIPTAN SUCCINATE	8/10/09	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077744_002	A
TABLET	ORAL	SUMATRIPTAN SUCCINATE	8/10/09	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077744_003	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_001	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_002	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_003	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_004	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_005	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_006	A
TABLET	ORAL	QUETIAPINE FUMARATE	3/27/12	RX	1	0	0	1	TEVA PHARMACEUTICALS USA	\N	PRODUCT_077745_007	A
TABLET	ORAL	OXCARBAZEPINE	4/9/08	RX	1	0	0	0	APOTEX INC	\N	PRODUCT_077747_001	A
TABLET	ORAL	OXCARBAZEPINE	4/9/08	RX	1	0	0	0	APOTEX INC	\N	PRODUCT_077747_002	A
TABLET	ORAL	OXCARBAZEPINE	4/9/08	RX	1	0	0	0	APOTEX INC	\N	PRODUCT_077747_003	A
TABLET	ORAL	PRAVASTATIN SODIUM	4/30/08	RX	1	0	0	0	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077751_001	A
TABLET	ORAL	PRAVASTATIN SODIUM	4/30/08	RX	1	0	0	0	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077751_002	A
TABLET	ORAL	PRAVASTATIN SODIUM	4/30/08	RX	1	0	0	0	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077751_003	A
TABLET	ORAL	PRAVASTATIN SODIUM	4/30/08	RX	1	0	0	0	ZYDUS PHARMACEUTICALS USA INC	\N	PRODUCT_077751_004	A
TABLET	ORAL	SIMVASTATIN	1/23/08	RX	1	0	0	\N	DR REDDYS LABORATORIES INC	\N	PRODUCT_077752_005	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_001	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_002	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_003	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_004	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_005	A
TABLET	ORAL	RISPERIDONE	10/16/08	RX	1	0	0	\N	PLIVA HRVATSKA DOO	\N	PRODUCT_077769_006	A
TABLET	ORAL	AMLODIPINE BESYLATE	4/12/11	RX	1	0	0	0	HIKMA PHARMACEUTICALS	\N	PRODUCT_077771_001	A
TABLET	ORAL	AMLODIPINE BESYLATE	4/12/11	RX	1	0	0	0	HIKMA PHARMACEUTICALS	\N	PRODUCT_077771_002	A
TABLET	ORAL	AMLODIPINE BESYLATE	4/12/11	RX	1	0	0	0	HIKMA PHARMACEUTICALS	\N	PRODUCT_077771_003	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/27/11	RX	1	0	0	\N	APOTEX INC.	\N	PRODUCT_077781_001	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/27/11	RX	1	0	0	\N	APOTEX INC.	\N	PRODUCT_077781_002	A
TABLET	ORAL	GALANTAMINE HYDROBROMIDE	9/27/11	RX	1	0	0	\N	APOTEX INC.	\N	PRODUCT_077781_003	A
TABLET	ORAL	LAMOTRIGINE	11/1/10	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077783_001	A
TABLET	ORAL	LAMOTRIGINE	11/1/10	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077783_002	A
TABLET	ORAL	LAMOTRIGINE	11/1/10	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077783_003	A
TABLET	ORAL	LAMOTRIGINE	11/1/10	RX	1	0	0	\N	CIPLA LTD	\N	PRODUCT_077783_004	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_001	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_002	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_003	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_004	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_005	A
TABLET	ORAL	RISPERIDONE	6/8/10	DISCN	1	0	0	1	RATIOPHARM	\N	PRODUCT_077784_006	A
TABLET	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	8/26/09	OTC	1	0	0	\N	UNIQUE PHARMACEUTICAL LABORATORIES	\N	PRODUCT_077829_001	A
TABLET	ORAL	CETIRIZINE HYDROCHLORIDE HIVES	8/26/09	OTC	1	0	0	\N	UNIQUE PHARMACEUTICAL LABORATORIES	\N	PRODUCT_077829_002	A
TABLET	ORAL	CETIRIZINE HYDROCHLORIDE HIVES	8/26/09	OTC	1	0	0	\N	UNIQUE PHARMACEUTICAL LABORATORIES	\N	PRODUCT_077829_003	A
TABLET	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	8/26/09	OTC	1	0	0	\N	UNIQUE PHARMACEUTICAL LABORATORIES	\N	PRODUCT_077829_004	A
TABLET	ORAL	CILOSTAZOL	9/24/12	RX	1	0	0	\N	BIOKEY INC	\N	PRODUCT_077831_001	A
TABLET	ORAL	ABACAVIR SULFATE	12/17/12	RX	1	0	0	\N	AUROBINDO PHARMA LTD	\N	PRODUCT_077844_001	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_001	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_002	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_003	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_004	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_005	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/5/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_006	A
TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	5/19/08	RX	1	0	0	\N	ROXANE LABORATORIES INC	\N	PRODUCT_077852_007	A
TABLET	ORAL	PRAMIPEXOLE DIHYDROCHLORIDE	10/8/10	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077854_001	A
TABLET	ORAL	PRAMIPEXOLE DIHYDROCHLORIDE	10/8/10	RX	1	0	0	0	MYLAN PHARMACEUTICALS INC	\N	PRODUCT_077854_002	A
