"dates2","comp4.ISO","comp4.applicant_full_name"
1988,"USA","ALLERGAN INC"
1988,"USA","ALLERGAN PHARMACEUTICAL"
1988,"USA","ALCON LABORATORIES INC"
1988,"CAN","VALEANT INTERNATIONAL BERMUDA"
1988,"USA","PHARMACIA AND UPJOHN CO"
1988,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
1988,"GBR","ASTRAZENECA UK LTD"
1988,"USA","ABBVIE INC"
1988,"BEL","UCB INC"
1989,"USA","MALLINCKRODT LLC"
1989,"USA","ABBVIE INC"
1989,"GBR","ASTRAZENECA LP"
1989,"DEU","FRESENIUS KABI USA LLC"
1989,"GBR","ASTRAZENECA UK LTD"
1989,"USA","ELI LILLY AND CO"
1989,"GBR","GLAXOSMITHKLINE"
1989,"USA","MALLINCKRODT MEDICAL INC"
1989,"CHE","ROCHE PALO ALTO LLC"
1989,"USA","ELI LILLY AND CO"
1989,"USA","ABBVIE ENDOCRINE INC"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"JPN","ASTELLAS PHARMA US INC"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"FRA","SANOFI AVENTIS US LLC"
1989,"USA","BRISTOL MYERS SQUIBB CO"
1989,"USA","ABRAXIS PHARMACEUTICAL PRODUCTS"
1989,"USA","PHARMACIA AND UPJOHN CO"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"USA","BAXTER HEALTHCARE CORP"
1989,"GBR","GLAXOSMITHKLINE"
1989,"DEU","MERCK SHARP AND DOHME CORP"
1989,"USA","PHARMACIA AND UPJOHN CO"
1989,"USA","ALLERGAN PHARMACEUTICAL"
1989,"USA","JOHNSON AND JOHNSON HEALTHCARE PRODUCTS"
1989,"USA","ALLERGAN PHARMACEUTICAL"
1989,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
1989,"USA","ALCON LABORATORIES INC"
1989,"USA","ALCON LABORATORIES INC"
1989,"GBR","GLAXOSMITHKLINE LLC"
1989,"FRA","SANOFI AVENTIS US LLC"
1989,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1989,"USA","PFIZER INC"
1989,"USA","MCNEIL CONSUMER HEALTHCARE"
1989,"GBR","ASTRAZENECA UK LTD"
1989,"ISR","TEVA PHARMACEUTICALS USA INC"
1989,"USA","PFIZER INC"
1989,"USA","PFIZER LABORATORIES DIV PFIZER INC"
1990,"USA","WATSON LABORATORIES INC"
1990,"JPN","EISAI INC"
1990,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1990,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1990,"ISR","TEVA WOMENS HEALTH INC"
1990,"ITA","SIGMA TAU PHARMACEUTICALS INC"
1990,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1990,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1990,"USA","BAXTER HEALTHCARE CORP"
1990,"USA","BAXTER HEALTHCARE CORP"
1990,"USA","PFIZER INC"
1990,"USA","PFIZER INC"
1990,"USA","ABBVIE ENDOCRINE INC"
1990,"USA","PFIZER LABORATORIES DIV PFIZER INC"
1990,"USA","BAXTER HEALTHCARE CORP"
1990,"ISR","TEVA PHARMACEUTICALS USA"
1990,"ISR","TEVA PARENTERAL MEDICINES INC"
1990,"USA","WATSON PHARMACEUTICALS INC"
1990,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1990,"USA","ALCON PHARMACEUTICALS LTD"
1990,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1990,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
1990,"USA","PFIZER LABORATORIES DIV PFIZER INC"
1990,"USA","PFIZER CENTRAL RESEARCH"
1991,"ITA","RECORDATI RARE DISEASES INC"
1991,"CHE","SANDOZ INC"
1991,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1991,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1991,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1991,"DNK","NOVO NORDISK INC"
1991,"DNK","NOVO NORDISK INC"
1991,"GBR","GLAXOSMITHKLINE"
1991,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1991,"USA","GENZYME CORP"
1991,"USA","BAXTER HEALTHCARE CORP"
1991,"USA","BAXTER HEALTHCARE CORP"
1991,"USA","GENZYME CORPORATION"
1991,"USA","PHARMACIA AND UPJOHN CO"
1991,"CHE","SANDOZ INC"
1991,"USA","BAXTER HEALTHCARE CORP"
1991,"USA","ELI LILLY AND CO"
1991,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1991,"USA","ABBVIE INC"
1991,"CAN","VALEANT PHARMACEUTICALS INTERNATIONAL"
1991,"USA","PFIZER PHARMACEUTICALS INC"
1991,"USA","PFIZER PHARMACEUTICALS LTD"
1991,"CHE","ROCHE PALO ALTO LLC"
1991,"GBR","GLAXOSMITHKLINE"
1991,"USA","ABBVIE INC"
1991,"USA","WATSON LABORATORIES INC"
1991,"USA","PFIZER INC"
1991,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
1991,"DEU","MERCK SHARP AND DOHME CORP"
1991,"USA","MCNEIL CONSUMER HEALTHCARE"
1992,"USA","WATSON LABORATORIES INC"
1992,"USA","PHARMACIA AND UPJOHN CO"
1992,"ISR","TEVA PHARMACEUTICALS USA INC"
1992,"USA","WATSON LABORATORIES INC"
1992,"USA","PHARMACIA AND UPJOHN CO"
1992,"USA","PHARMACIA AND UPJOHN CO"
1992,"ITA","BRACCO DIAGNOSTICS INC"
1992,"USA","MALLINCKRODT MEDICAL INC"
1992,"USA","MALLINCKRODT MEDICAL INC"
1992,"USA","BAXTER HEALTHCARE CORP"
1992,"USA","PFIZER INC"
1992,"GBR","GLAXOSMITHKLINE"
1992,"USA","ELI LILLY AND CO"
1992,"ITA","BRACCO DIAGNOSTICS INC"
1992,"USA","BAXTER HEALTHCARE CORP"
1992,"USA","BAXTER HEALTHCARE CORP"
1992,"ITA","SIGMA TAU PHARMACEUTICALS INC"
1992,"GBR","GLAXOSMITHKLINE"
1992,"USA","PHARMACIA AND UPJOHN CO"
1992,"USA","BAXTER HEALTHCARE CORP"
1992,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1992,"USA","ALLERGAN INC"
1992,"ISR","TEVA PHARMACEUTICALS USA INC"
1992,"USA","PFIZER INC"
1992,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1992,"FRA","SANOFI AVENTIS US LLC"
1992,"ISR","TEVA WOMENS HEALTH INC"
1992,"USA","PHARMACIA CORP"
1992,"DEU","MERCK AND CO INC"
1992,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1992,"USA","PHARMACIA AND UPJOHN CO"
1992,"USA","WATSON LABORATORIES INC"
1992,"ISR","TEVA PHARMACEUTICALS USA INC"
1992,"ISR","TEVA PHARMACEUTICALS USA INC"
1992,"USA","WARNER CHILCOTT CO LLC"
1992,"USA","PFIZER INC"
1992,"GBR","ASTRAZENECA LP"
1992,"USA","MCNEIL CONSUMER HEALTHCARE"
1992,"ISR","TEVA PHARMACEUTICALS USA"
1993,"JPN","SHIONOGI INC"
1993,"USA","PFIZER PHARMACEUTICALS LTD"
1993,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1993,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1993,"USA","PFIZER CHEMICALS DIV PFIZER INC"
1993,"USA","ABBVIE INC"
1993,"DEU","FRESENIUS KABI DEUTSCHLAND GMBH"
1993,"GBR","GLAXOSMITHKLINE"
1993,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1993,"USA","GENENTECH INC"
1993,"USA","BAXTER HEALTHCARE CORP"
1993,"USA","ABBVIE ENDOCRINE INC"
1993,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1993,"USA","PFIZER INC"
1993,"USA","BAXTER HEALTHCARE CORP"
1993,"USA","WYETH PHARMACEUTICALS INC"
1993,"CAN","VALEANT PHARMACEUTICALS NORTH AMERICA LLC"
1993,"USA","ALLERGAN INC"
1993,"USA","ALCON LABORATORIES INC"
1993,"USA","ALCON LABORATORIES INC"
1993,"USA","BRISTOL MYERS SQUIBB"
1993,"USA","FOREST LABORATORIES INC"
1993,"USA","PHARMACIA AND UPJOHN CO"
1993,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1993,"USA","WYETH PHARMACEUTICALS INC"
1993,"USA","XOMA (US) LLC"
1993,"ISR","TEVA WOMENS HEALTH INC"
1993,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1994,"GBR","GLAXOSMITHKLINE LLC"
1994,"USA","ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV"
1994,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1994,"JPN","ASTELLAS PHARMA US INC"
1994,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1994,"USA","PFIZER CENTRAL RESEARCH"
1994,"USA","ELI LILLY AND CO"
1994,"USA","MALLINCKRODT MEDICAL INC"
1994,"USA","ORGANON USA INC"
1994,"DEU","MERCK SHARP AND DOHME CORP"
1994,"USA","ABBVIE ENDOCRINE INC"
1994,"USA","MALLINCKRODT MEDICAL INC"
1994,"ITA","BRACCO DIAGNOSTICS INC"
1994,"ITA","BRACCO DIAGNOSTICS INC"
1994,"ITA","BRACCO DIAGNOSTICS INC"
1994,"FRA","SANOFI AVENTIS US LLC"
1994,"FRA","PIERRE FABRE MEDICAMENT"
1994,"JPN","ASTELLAS PHARMA US INC"
1994,"JPN","ASTELLAS PHARMA US INC"
1994,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1994,"USA","ALCON LABORATORIES INC"
1994,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
1994,"GBR","GLAXOSMITHKLINE"
1994,"AUS","CSL BEHRING LLC"
1994,"USA","ALCON LABORATORIES INC"
1994,"ISR","TEVA PHARMACEUTICALS USA INC"
1994,"DEU","BAYER HEALTHCARE LLC"
1994,"USA","PHARMACIA AND UPJOHN CO"
1994,"GBR","GLAXOSMITHKLINE LLC"
1994,"USA","BRISTOL MYERS SQUIBB"
1994,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1994,"CHE","SANDOZ INC"
1994,"FRA","SANOFI AVENTIS US LLC"
1994,"CHE","ROCHE PALO ALTO LLC"
1994,"USA","MCNEIL CONSUMER HEALTHCARE"
1994,"USA","PFIZER INC"
1994,"GBR","GLAXOSMITHKLINE LLC"
1994,"ISR","TEVA PHARMACEUTICALS USA"
1995,"USA","PFIZER INC"
1995,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1995,"CHE","ROCHE PALO ALTO LLC"
1995,"ISR","TEVA PHARMACEUTICALS USA INC"
1995,"JPN","TAKEDA PHARMACEUTICALS USA INC"
1995,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
1995,"DEU","BAYER HEALTHCARE LLC"
1995,"USA","ALLERGAN INC"
1995,"DEU","MERCK SHARP AND DOHME CORP"
1995,"USA","WATSON LABORATORIES INC"
1995,"USA","PFIZER CHEMICALS DIV PFIZER INC"
1995,"USA","PHARMACIA AND UPJOHN CO"
1995,"USA","BRISTOL MYERS SQUIBB PHARMA CO"
1995,"JPN","ASTELLAS PHARMA US INC"
1995,"USA","PHARMACIA AND UPJOHN CO"
1995,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1995,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1995,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1995,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1995,"USA","MEDIMMUNE"
1995,"USA","PHARMACIA AND UPJOHN CO"
1995,"USA","PHARMACIA AND UPJOHN CO"
1995,"GBR","GLAXOSMITHKLINE"
1995,"GBR","GLAXOSMITHKLINE LLC"
1995,"USA","BAXTER HEALTHCARE CORP ANESTHESIA CRITICAL CARE"
1995,"USA","PHARMACIA AND UPJOHN CO"
1995,"USA","ABBVIE ENDOCRINE INC"
1995,"USA","GENENTECH INC"
1995,"USA","ABBVIE INC"
1995,"USA","ABBVIE INC"
1995,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1995,"JPN","ASTELLAS PHARMA US INC"
1995,"ITA","SIGMA TAU PHARMACEUTICALS INC"
1995,"SWE","FERRING CONTROLLED THERAPEUTICS LTD"
1995,"USA","ABBVIE INC"
1995,"GBR","GLAXOSMITHKLINE"
1995,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1995,"DEU","LUITPOLD PHARMACEUTICALS INC"
1995,"JPN","SANTEN OY"
1995,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1995,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1995,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
1995,"GBR","GLAXOSMITHKLINE LLC"
1995,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
1995,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1995,"FRA","SANOFI AVENTIS US LLC"
1995,"GBR","GLAXOSMITHKLINE"
1995,"BEL","UCB INC"
1995,"GBR","GLAXOSMITHKLINE"
1995,"FRA","SANOFI AVENTIS US LLC"
1995,"GBR","ASTRAZENECA UK LTD"
1995,"USA","WYETH PHARMACEUTICALS INC"
1995,"USA","WYETH PHARMACEUTICALS INC"
1995,"GBR","ASTRAZENECA UK LTD"
1995,"CHE","SANDOZ INC"
1995,"ISR","TEVA PHARMACEUTICALS USA"
1995,"CHE","SANDOZ INC"
1995,"DEU","SCHERING PLOUGH CORP"
1995,"JPN","SHIONOGI INC"
1996,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1996,"USA","3M PHARMACEUTICALS INC"
1996,"USA","WATSON LABORATORIES INC"
1996,"FRA","SANOFI AVENTIS US LLC"
1996,"DEU","MERCK SHARP AND DOHME CORP"
1996,"USA","ALKERMES GAINESVILLE LLC"
1996,"USA","WATSON LABORATORIES INC"
1996,"DNK","LEO PHARMA AS"
1996,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1996,"FRA","SANOFI AVENTIS US LLC"
1996,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1996,"ISR","TEVA PHARMACEUTICALS USA"
1996,"ITA","ZAMBON SPA ITALY"
1996,"GBR","GLAXOSMITHKLINE"
1996,"GBR","ASTRAZENECA UK LTD"
1996,"DEU","FRESENIUS KABI USA LLC"
1996,"DEU","FRESENIUS KABI USA LLC"
1996,"GBR","GLAXOSMITHKLINE"
1996,"SWE","FERRING PHARMACEUTICALS INC"
1996,"DEU","FRESENIUS KABI DEUTSCHLAND GMBH"
1996,"USA","PHARMACIA AND UPJOHN CO"
1996,"FRA","SANOFI AVENTIS US LLC"
1996,"USA","PARKE DAVIS DIV WARNER LAMBERT CO"
1996,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1996,"USA","ELI LILLY AND CO"
1996,"DEU","FRESENIUS KABI USA LLC"
1996,"USA","ELI LILLY AND CO"
1996,"USA","PFIZER INC"
1996,"USA","ABBVIE INC"
1996,"USA","GILEAD SCIENCES INC"
1996,"GBR","GLAXOSMITHKLINE"
1996,"GBR","ASTRAZENECA UK LTD"
1996,"USA","PHARMACIA AND UPJOHN CO"
1996,"USA","JOHNSON AND JOHNSON GROUP CONSUMER COMPANIES"
1996,"USA","JOHNSON AND JOHNSON GROUP CONSUMER COMPANIES"
1996,"USA","ABBVIE INC"
1996,"USA","PHARMACIA AND UPJOHN CO"
1996,"USA","ALCON LABORATORIES INC"
1996,"FRA","SANOFI AVENTIS US LLC"
1996,"USA","PFIZER INC"
1996,"FRA","SANOFI AVENTIS US LLC"
1996,"USA","MCNEIL CONSUMER HEALTHCARE"
1996,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
1996,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1996,"USA","SHIRE DEVELOPMENT LLC"
1996,"USA","WARNER CHILCOTT CO LLC"
1996,"USA","ORGANON USA INC"
1996,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1996,"USA","ABBVIE INC"
1996,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1996,"GBR","ASTRAZENECA UK LTD"
1996,"USA","PFIZER INC"
1996,"USA","ELI LILLY AND CO"
1996,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1996,"USA","PHARMACIA AND UPJOHN CO"
1996,"USA","PHARMACIA AND UPJOHN CO"
1996,"JPN","EISAI INC"
1996,"USA","MALLINCKRODT CHEMICAL INC"
1996,"BEL","UCB INC"
1996,"CHE","SANDOZ INC"
1996,"USA","WATSON LABORATORIES INC"
1996,"USA","PFIZER CENTRAL RESEARCH"
1996,"USA","MCNEIL CONSUMER HEALTHCARE"
1996,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
1996,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1996,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1996,"GBR","GLAXOSMITHKLINE"
1996,"USA","ABBVIE INC"
1996,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
1997,"ISR","TEVA PHARMACEUTICALS USA INC"
1997,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1997,"USA","ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV"
1997,"USA","ABBVIE INC"
1997,"CHE","SANDOZ INC"
1997,"JPN","TAKEDA PHARMACEUTICALS USA INC"
1997,"USA","WYETH PHARMACEUTICALS INC"
1997,"USA","SHIRE DEVELOPMENT INC"
1997,"CAN","VALEANT INTERNATIONAL BERMUDA"
1997,"GBR","GLAXOSMITHKLINE"
1997,"USA","WATSON LABORATORIES INC"
1997,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1997,"GBR","GLAXOSMITHKLINE"
1997,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
1997,"USA","WATSON PHARMACEUTICALS INC"
1997,"USA","ALLERGAN INC"
1997,"USA","WATSON LABORATORIES INC"
1997,"USA","PHARMACIA AND UPJOHN CO"
1997,"USA","PHARMACIA AND UPJOHN CO"
1997,"USA","ABBVIE ENDOCRINE INC"
1997,"FRA","SANOFI AVENTIS US LLC"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","BAXTER HEALTHCARE CORP"
1997,"USA","ABBVIE ENDOCRINE INC"
1997,"DEU","LUITPOLD PHARMACEUTICALS INC"
1997,"USA","PFIZER INC"
1997,"USA","PHARMACIA AND UPJOHN CO"
1997,"DEU","FRESENIUS KABI USA LLC"
1997,"JPN","ASTELLAS PHARMA US INC"
1997,"CHE","NOVARTIS CONSUMER HEALTH INC"
1997,"USA","AGOURON PHARMACEUTICALS INC"
1997,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
1997,"USA","MCNEIL CONSUMER HEALTHCARE"
1997,"GBR","GLAXOSMITHKLINE"
1997,"DNK","LEO PHARMACEUTICAL PRODUCTS LTD"
1997,"USA","ALCON LABORATORIES INC"
1997,"CHE","NOVARTIS CONSUMER HEALTH INC"
1997,"USA","JOHNSON AND JOHNSON GROUP CONSUMER COMPANIES"
1997,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1997,"USA","ALCON LABORATORIES INC"
1997,"JPN","DAIICHI PHARMACEUTICAL CORP"
1997,"USA","ALLERGAN INC"
1997,"GBR","GLAXOSMITHKLINE"
1997,"GBR","GLAXOSMITHKLINE"
1997,"CAN","VALEANT PHARMACEUTICALS INTERNATIONAL"
1997,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1997,"ISR","TEVA WOMENS HEALTH INC"
1997,"FRA","SANOFI AVENTIS US LLC"
1997,"GBR","ASTRAZENECA LP"
1997,"USA","CEPHALON INC"
1997,"GBR","GLAXOSMITHKLINE LLC"
1997,"DEU","BOEHRINGER INGELHEIM"
1997,"FRA","SANOFI AVENTIS US LLC"
1997,"USA","ABBVIE INC"
1997,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1997,"BEL","UCB INC"
1997,"DNK","NOVO NORDISK INC"
1997,"FRA","SANOFI AVENTIS US LLC"
1997,"USA","AGOURON PHARMACEUTICALS INC"
1997,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
1997,"USA","ELI LILLY AND CO"
1997,"FRA","SANOFI AVENTIS US LLC"
1997,"USA","WATSON LABORATORIES"
1997,"USA","WATSON LABORATORIES INC"
1997,"CHE","ROCHE PALO ALTO LLC"
1997,"USA","WATSON LABORATORIES INC"
1997,"ISR","TEVA PHARMACEUTICALS USA INC"
1997,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
1997,"USA","ABBVIE INC"
1997,"GBR","GLAXOSMITHKLINE"
1997,"FRA","SANOFI AVENTIS US LLC"
1998,"USA","BRISTOL MYERS SQUIBB CO"
1998,"DEU","MERCK SHARP AND DOHME CORP"
1998,"USA","BRISTOL MYERS SQUIBB CO"
1998,"GBR","ASTRAZENECA LP"
1998,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
1998,"USA","ALKERMES GAINESVILLE LLC"
1998,"CHE","SANDOZ INC"
1998,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
1998,"USA","PHARMACIA AND UPJOHN CO"
1998,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1998,"USA","ELI LILLY AND CO"
1998,"USA","ELI LILLY AND CO"
1998,"FRA","SANOFI AVENTIS US LLC"
1998,"USA","PHARMACIA AND UPJOHN CO"
1998,"USA","ELI LILLY AND CO"
1998,"DEU","SCHERING CORP"
1998,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1998,"USA","ABBVIE INC"
1998,"USA","BAXTER HEALTHCARE INTERNATI0NAL SPECIALTY THERAPIES DIV"
1998,"USA","GENZYME CORP"
1998,"CAN","MEDICURE INTERNATIONAL INC"
1998,"DNK","NOVO NORDISK PHARMACEUTICALS INC"
1998,"USA","MALLINCKRODT MEDICAL INC"
1998,"USA","ELI LILLY AND CO"
1998,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1998,"DEU","FRESENIUS KABI USA LLC"
1998,"USA","WYETH PHARMACEUTICALS INC"
1998,"CHE","ROCHE PALO ALTO LLC"
1998,"DEU","FRESENIUS KABI USA LLC"
1998,"DEU","FRESENIUS KABI USA LLC"
1998,"DEU","FRESENIUS KABI USA LLC"
1998,"ISR","TEVA PHARMACEUTICALS USA"
1998,"USA","ALCON PHARMACEUTICALS LTD"
1998,"GBR","GLAXOSMITHKLINE"
1998,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1998,"CHE","ROCHE PALO ALTO LLC"
1998,"USA","ALCON PHARMACEUTICALS LTD"
1998,"USA","PFIZER INC"
1998,"USA","ALCON PHARMACEUTICALS LTD"
1998,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
1998,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1998,"DEU","MERCK SHARP AND DOHME CORP"
1998,"DEU","MERCK SHARP AND DOHME CORP"
1998,"USA","WYETH PHARMACEUTICALS INC"
1998,"CAN","VALEANT PHARMACEUTICALS NORTH AMERICA LLC"
1998,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
1998,"USA","CEPHALON INC"
1998,"GBR","GLAXOSMITHKLINE LLC"
1998,"USA","PHARMACIA AND UPJOHN CO"
1998,"CHE","NOVARTIS CONSUMER HEALTH INC"
1998,"USA","FOREST LABORATORIES INC"
1998,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
1998,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
1998,"DEU","BOEHRINGER INGELHEIM"
1998,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1998,"DEU","MERCK AND CO INC"
1998,"USA","PFIZER IRELAND PHARMACEUTICALS"
1998,"FRA","SANOFI AVENTIS US LLC"
1998,"DNK","NOVO NORDISK INC"
1998,"GBR","GLAXOSMITHKLINE"
1998,"FRA","SANOFI AVENTIS US LLC"
1998,"DEU","MERCK SHARP AND DOHME CORP"
1998,"GBR","GLAXOSMITHKLINE LLC"
1998,"DEU","MERCK AND CO INC"
1998,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
1998,"DEU","MERCK AND CO INC"
1999,"USA","PFIZER INC"
1999,"USA","ELI LILLY AND CO"
1999,"USA","ABBVIE INC"
1999,"USA","PFIZER INC"
1999,"USA","GENZYME CORP"
1999,"USA","PFIZER PHARMACEUTICALS PRODUCTION CORP LTD"
1999,"USA","ABBVIE INC"
1999,"GBR","GLAXOSMITHKLINE"
1999,"DEU","MERCK SHARP AND DOHME CORP"
1999,"CAN","VALEANT PHARMACEUTICALS LUXEMBOURG SARL"
1999,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
1999,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
1999,"USA","PFIZER PHARMACEUTICALS INC"
1999,"CHE","NOVARTIS CONSUMER HEALTH INC"
1999,"CHE","NOVARTIS CONSUMER HEALTH INC"
1999,"CHE","NOVARTIS PHARMACEUTICALS CORP"
1999,"JPN","EISAI INC"
1999,"USA","ELI LILLY AND CO"
1999,"USA","GENZYME CORP"
1999,"USA","MALLINCKRODT MEDICAL INC"
1999,"USA","MALLINCKRODT INC"
1999,"JPN","OTSUKA PHARMACEUTICAL CO LTD"
1999,"FRA","SANOFI AVENTIS US LLC"
1999,"USA","MALLINCKRODT INC"
1999,"USA","ELI LILLY AND CO"
1999,"USA","ELI LILLY AND CO"
1999,"SWE","FERRING PHARMACEUTICALS INC"
1999,"USA","ORGANON USA INC"
1999,"DEU","FRESENIUS KABI USA LLC"
1999,"DEU","FRESENIUS KABI USA LLC"
1999,"USA","PFIZER INC"
1999,"ISR","TEVA PARENTERAL MEDICINES INC"
1999,"JPN","TEIKOKU PHARMA USA INC"
1999,"GBR","GLAXOSMITHKLINE"
1999,"CAN","VALEANT INTERNATIONAL BERMUDA"
1999,"GBR","GLAXOSMITHKLINE"
1999,"USA","FOREST LABORATORIES INC"
1999,"USA","ALLERGAN INC"
1999,"JPN","SANTEN INC"
1999,"GBR","ASTRAZENECA LP"
1999,"USA","PHARMACIA AND UPJOHN CO"
1999,"GBR","GLAXOSMITHKLINE"
1999,"USA","PFIZER PHARMACEUTICALS LTD"
1999,"USA","CEPHALON INC"
1999,"USA","ABBVIE INC"
1999,"USA","PHARMACIA AND UPJOHN CO"
1999,"FIN","ORION PHARMA"
1999,"JPN","OTSUKA PHARMACEUTICAL CO LTD"
1999,"DNK","NOVO NORDISK INC"
1999,"ISR","TEVA WOMENS HEALTH INC"
1999,"USA","WARNER CHILCOTT CO LLC"
